"ProductCode","Name","TamilName","Category","Mrp","SellingPrice","PurchasePrice","Barcode","TaxSlabName","IsWeighable","HasExpiry","Uom"
"BA-11669","4IN1 LIGHTER","4IN1 LIGHTER","","449.00","225.00","120.00","101635","GST 0%","FALSE","TRUE","Pcs"
"BA-1167","RIN 5","5/-ரின்","","5.00","4.75","0.00","2221","GST 0%","FALSE","TRUE","Pcs"
"BA-11670","STEEL LEMON","STEEL LEMON","","120.00","65.00","35.00","101636","GST 0%","FALSE","TRUE","Pcs"
"BA-11671","BABY PLATE HEART","BABY PLATE","","135.00","95.00","50.00","101637","GST 0%","FALSE","TRUE","Pcs"
"BA-11672","TEA FILTER STEEL","TEA FILTER STEEL","","65.00","35.00","20.00","101638","GST 0%","FALSE","TRUE","Pcs"
"BA-11673","WOOD CLIP NEW","WOOD CLIP","","60.00","35.00","17.00","101639","GST 0%","FALSE","TRUE","Pcs"
"BA-11674","PUZZLE SET","PUZZLE SET","","400.00","340.00","225.00","101640","GST 0%","FALSE","TRUE","Pcs"
"BA-11675","BUILDING SET SM","BULIDING SET","","450.00","325.00","195.00","101641","GST 0%","FALSE","TRUE","Pcs"
"BA-11676","SOFT TOYS 120","SOFT TOYS GIRL","","200.00","120.00","60.00","101642","GST 0%","FALSE","TRUE","Pcs"
"BA-11677","BASKET BALL NO5","BASKET BALL NO5","","830.00","770.00","570.00","101643","GST 0%","FALSE","TRUE","Pcs"
"BA-11678","BALL 60","BALL 60","","70.00","60.00","35.00","101644","GST 0%","FALSE","TRUE","Pcs"
"BA-11679","CAR 20r","CAR 20","","25.00","20.00","13.00","101645","GST 0%","FALSE","TRUE","Pcs"
"BA-1168","LUX SOFT 100","100-லக்ஸ் சாப்ட்","","37.00","36.00","31.55","2222","GST 0%","FALSE","TRUE","Pcs"
"BA-1168","LUX SOFT 100","100-லக்ஸ் சாப்ட்","","35.00","34.00","32.08","107175","GST 0%","FALSE","TRUE","Pcs"
"BA-1168","LUX SOFT 100","100-லக்ஸ் சாப்ட்","","36.00","35.00","32.34","116361","GST 0%","FALSE","TRUE","Pcs"
"BA-11680","CAR 10R","CAR 10","","12.00","10.00","5.00","101646","GST 0%","FALSE","TRUE","Pcs"
"BA-11681","CAR 25","CAR 25","","35.00","25.00","12.50","101647","GST 0%","FALSE","TRUE","Pcs"
"BA-11682","AUTO 120","AUTO","","130.00","110.00","70.00","101648","GST 0%","FALSE","TRUE","Pcs"
"BA-11683","FOOTBALL PUMB","FOOTBALL PUMB","","95.00","90.00","65.00","101649","GST 0%","FALSE","TRUE","Pcs"
"BA-11684","DRUM CAT","DRUM CAT","","100.00","60.00","36.00","101650","GST 0%","FALSE","TRUE","Pcs"
"BA-11685","HELO KITTY","HELO KITTY","","160.00","95.00","60.00","101651","GST 0%","FALSE","TRUE","Pcs"
"BA-11686","CAR SET","CAR SET","","150.00","90.00","65.00","101652","GST 0%","FALSE","TRUE","Pcs"
"BA-11687","HENK","HENK","","120.00","60.00","38.00","101653","GST 0%","FALSE","TRUE","Pcs"
"BA-11688","EVA JASMINE`","EVA JASMINE","","55.00","50.00","34.30","101654","GST 0%","FALSE","TRUE","Pcs"
"BA-11689","WILD STONE 55","WILD STONE","","60.00","52.00","37.66","101655","GST 0%","FALSE","TRUE","Pcs"
"BA-1169","HAMAM 150","150-ஹமாம்","","62.00","60.00","57.40","113619","GST 0%","FALSE","TRUE","Pcs"
"BA-11690","MOCHAI WHITE B 250","மொச்சை வெ 250","","30.00","24.00","13.00","101656","GST 0%","FALSE","TRUE","Pcs"
"BA-11691","BLACK ELACHI 1K","கருப்பு ஏலம் 1கி","","1600.00","1450.00","900.00","101657","GST 0%","FALSE","TRUE","Pcs"
"BA-11692","JATHI BATHRI 1K","ஜாதிபத்ரி 1கி","","2900.00","2835.00","2655.00","101658","GST 0%","FALSE","TRUE","Pcs"
"BA-11693","CHERRY 1K\","செர்ரி 1கி","","400.00","235.00","172.00","101659","GST 0%","FALSE","TRUE","Pcs"
"BA-11694","JAVVARISI BIG 1K","ஜவ்வரிசி பெரியது 1கி","","120.00","78.00","55.00","101660","GST 0%","FALSE","TRUE","Pcs"
"BA-11695","ka.ulunthu 500","க.உலுந்து 500","","1.00","1.00","0.00","","GST 0%","FALSE","FALSE","Pcs"
"BA-11697","MARINO CHOCO 10","MARINO CHOCO 10","","10.00","9.50","8.00","101663","GST 0%","FALSE","TRUE","Pcs"
"BA-11698","PARLE RUSK 10","பார்லி ரஸ்க் 10","","10.00","9.50","8.43","101667","GST 0%","FALSE","TRUE","Pcs"
"BA-11699","MARINO BUTTER 10RS","10 பிஸ்கட்","","10.00","9.50","8.00","101668","GST 0%","FALSE","TRUE","Pcs"
"BA-117","KAPRIKA TWISTER","காப்ரிகா ட்விஸ்டர்","","200.00","175.00","0.00","1170","GST 0%","FALSE","TRUE","Pcs"
"BA-1170","HAMAM 100SET","100-ஹமாம்செட்","","176.00","172.00","158.06","2224","GST 0%","FALSE","TRUE","Pcs"
"BA-1170","HAMAM 100SET","100-ஹமாம்செட்","","144.00","140.00","123.00","130783","GST 0%","FALSE","TRUE","Pcs"
"BA-1170","HAMAM 100SET","100-ஹமாம்செட்","","151.00","146.00","137.00","123670","GST 0%","FALSE","TRUE","Pcs"
"BA-1170","HAMAM 100SET","100-ஹமாம்செட்","","172.00","168.00","155.00","127582","GST 0%","FALSE","TRUE","Pcs"
"BA-1170","HAMAM 100SET","100-ஹமாம்செட்","","156.00","151.00","143.00","129338","GST 0%","FALSE","TRUE","Pcs"
"BA-11700","WHISPER US XL 30","விஸ்பர் US XL 30","","298.00","285.00","246.50","101669","GST 0%","FALSE","TRUE","Pcs"
"BA-11700","WHISPER US XL 30","விஸ்பர் US XL 30","","244.00","235.00","212.50","102711","GST 0%","FALSE","TRUE","Pcs"
"BA-11701","WHISPER 105","விஸ்பர் 115","","105.00","102.00","95.00","101670","GST 0%","FALSE","TRUE","Pcs"
"BA-11702","WHISPER AV 28","விஸ்பர் AV 28","","28.00","27.00","25.13","101671","GST 0%","FALSE","TRUE","Pcs"
"BA-11703","WHISPER US XL 30P","விஸ்பர் US XL 30","","240.00","235.00","210.00","101672","GST 0%","FALSE","TRUE","Pcs"
"BA-11704","WHISPER US XL 15P","விஸ்பர் US XL 15","","165.00","160.00","148.65","101673","GST 0%","FALSE","TRUE","Pcs"
"BA-11705","PAMPERS NB 24","பேம்பர்ஸ் NB24","","349.00","342.00","303.48","101674","GST 0%","FALSE","TRUE","Pcs"
"BA-11706","ORAL B BRUSH 150R","ஒரல் B பிரஸ் 150","","150.00","145.00","121.88","101675","GST 0%","FALSE","TRUE","Pcs"
"BA-11707","WHISPER UN XXXL 10","விஸ்பர் UN XXXL 10","","275.00","270.00","241.23","101676","GST 0%","FALSE","TRUE","Pcs"
"BA-11708","WHISPER UN XXXL 3","விஸ்பர் UN XXXL 3","","78.00","76.00","68.42","101677","GST 0%","FALSE","TRUE","Pcs"
"BA-11709","ARNAD APPACHATTI 2MM","அப்பச்சட்டி","","914.00","350.00","235.00","101679","GST 0%","FALSE","TRUE","Pcs"
"BA-1171","RIN LIQUID 430","430..ரின் லிக்ல்விட்","","90.00","88.00","78.00","2225","GST 0%","FALSE","TRUE","Pcs"
"BA-11710","HOT BOX ATOZ","HOTBOX","","415.00","365.00","220.00","101680","GST 0%","FALSE","TRUE","Pcs"
"BA-11711","IRUTTUKADAI HALWA 250","250கி ம அல்வா","","70.00","60.00","40.00","101681","GST 0%","FALSE","TRUE","Pcs"
"BA-11712","TIDE GREEN 500G","டைடு பச்சை 500","","55.00","53.00","50.92","109063","GST 0%","FALSE","TRUE","Pcs"
"BA-11712","TIDE GREEN 500G","டைடு பச்சை 500","","50.00","49.00","46.50","119666","GST 0%","FALSE","TRUE","Pcs"
"BA-11714","KAIKUTHA RICE 1K","கைகுத்தல் அரிசி 1கி","","65.00","58.00","54.00","101684","GST 0%","FALSE","TRUE","Pcs"
"BA-11715","PREMIER WEAT RUSK","RUSK","","30.00","25.00","22.00","101685","GST 0%","FALSE","TRUE","Pcs"
"BA-11716","PU IRGO CHAPPLE","PU VIRGO CHAPPLE","","220.00","170.00","95.00","101687","GST 0%","FALSE","TRUE","Pcs"
"BA-11717","REWARD LADYS CHAPPLE","REWARD LADY CHAPPLE","","169.00","100.00","65.00","101688","GST 0%","FALSE","TRUE","Pcs"
"BA-11718","MICKY CHAPPLE","MICKY CHAPPLE","","90.00","70.00","40.00","101689","GST 0%","FALSE","TRUE","Pcs"
"BA-11719","ACTIVE HEALTH","ACTIVE HEALTH","","200.00","120.00","50.00","101690","GST 0%","FALSE","TRUE","Pcs"
"BA-1172","VIM SET","விம் செட்","","45.00","43.00","41.25","2226","GST 0%","FALSE","TRUE","Pcs"
"BA-1172","VIM SET","விம் செட்","","86.00","83.00","78.00","119467","GST 0%","FALSE","TRUE","Pcs"
"BA-11720","FLUBBER CAKE 10","FLUBBER CAKE 10","","10.00","9.50","8.00","101691","GST 0%","FALSE","TRUE","Pcs"
"BA-11721","FLUBBER CAKE 10R","FLUBBER CAKE 10","","10.00","9.50","8.00","101692","GST 0%","FALSE","TRUE","Pcs"
"BA-11722","RLX CHAPPLE","RLX CHAPPLE","","185.00","85.00","45.00","101693","GST 0%","FALSE","TRUE","Pcs"
"BA-11723","reward new chapple","REWARD CHAPPLE","","349.00","210.00","125.00","101694","GST 0%","FALSE","TRUE","Pcs"
"BA-11724","REWADS CHAPLE 169","REWARDS CHAPPLE 169","","169.00","110.00","60.00","101695","GST 0%","FALSE","TRUE","Pcs"
"BA-11725","MAXO GENIUS","MAXO GENIUS","","75.00","68.00","55.55","101696","GST 0%","FALSE","TRUE","Pcs"
"BA-11726","SAKTHI MIX VEG","சக்தி வெஜ் ஊருகா","","65.00","62.00","45.54","101698","GST 0%","FALSE","TRUE","Pcs"
"BA-11727","OREO STA 30","OREO STA 30","","30.00","29.00","26.72","101699","GST 0%","FALSE","TRUE","Pcs"
"BA-11728","saKTHI MANGO","சக்தி மாங்காய்","","65.00","63.00","45.00","101700","GST 0%","FALSE","TRUE","Pcs"
"BA-11729","HIMA HAIR CREAM MEN","ஹிமா ஹேர் ஆயில்","","80.00","78.00","68.00","101701","GST 0%","FALSE","TRUE","Pcs"
"BA-1173","LIFEBUOY TOTAL 125 SET","125லைபாய் செட்","","108.00","102.00","0.00","2227","GST 0%","FALSE","TRUE","Pcs"
"BA-11730","poga sheo","POGA SHOE","","120.00","80.00","50.00","101702","GST 0%","FALSE","TRUE","Pcs"
"BA-11731","PU REWARD CHAPPLE","PU REWARD CHAPPLE","","180.00","120.00","70.00","101703","GST 0%","FALSE","TRUE","Pcs"
"BA-11732","REWARD SPORT","REWARD SPORD","","499.00","370.00","265.00","101704","GST 0%","FALSE","TRUE","Pcs"
"BA-11733","REWARD SHEO CHAPPLE","REWARD SHEO CHAPPLE","","450.00","290.00","150.00","101705","GST 0%","FALSE","TRUE","Pcs"
"BA-11734","LUBAR MINI","LUBAR MINI","","250.00","160.00","95.00","101706","GST 0%","FALSE","TRUE","Pcs"
"BA-11735","LIGHT CHAPPLE","LIGHT CHAPPLE","","200.00","140.00","85.00","101707","GST 0%","FALSE","TRUE","Pcs"
"BA-11736","LUBAR SPORTS","LUBAR SPOTRS","","449.00","245.00","145.00","101708","GST 0%","FALSE","TRUE","Pcs"
"BA-11737","NOVEX BABY","NOVEX BABY","","70.00","50.00","26.00","101709","GST 0%","FALSE","TRUE","Pcs"
"BA-11738","Q STAR CHAPPLE","Q STAR CHAPPLE","","140.00","90.00","45.00","101710","GST 0%","FALSE","TRUE","Pcs"
"BA-11739","MLX CHAPPLE","MLX CHAPPLE","","200.00","120.00","75.00","101711","GST 0%","FALSE","TRUE","Pcs"
"BA-1174","VICCO PASTE 100G","100 கி  வீகோ பேஸ்ட்","","90.00","88.00","75.50","127786","GST 0%","FALSE","TRUE","Pcs"
"BA-1174","VICCO PASTE 100G","100 கி  வீகோ பேஸ்ட்","","85.00","83.00","72.00","7817","GST 0%","FALSE","TRUE","Pcs"
"BA-11740","CHINA BOYS CHAPPLE","CHINA BOYS","","180.00","120.00","65.00","101712","GST 0%","FALSE","TRUE","Pcs"
"BA-11741","CENTURY HEALTH MIX","ஹெல்த் மிக்ஸ்","","120.00","110.00","85.00","101714","GST 0%","FALSE","TRUE","Pcs"
"BA-11742","black elachi 50g","கருப்பு ஏலம் 50கி","","100.00","76.00","46.00","101715","GST 0%","FALSE","TRUE","Pcs"
"BA-11743","CHINA GRAPS CHAPPLE","CHINA GRAPES CHAPPLE","","169.00","90.00","55.00","101716","GST 0%","FALSE","TRUE","Pcs"
"BA-11744","AVT SELECT JAR 100","AVT செலக்ட் 100","","50.00","48.00","41.00","101717","GST 0%","FALSE","TRUE","Pcs"
"BA-11745","THOTHAL KOSUVALAI","லுதல்","","60.00","50.00","30.00","101718","GST 0%","FALSE","TRUE","Pcs"
"BA-11746","oTTU MAVO","ஓட்டுமாவு","","60.00","50.00","40.00","101719","GST 0%","FALSE","TRUE","Pcs"
"BA-11747","rin powder 1kgG","ரின் பவுடர் 1கி","","84.00","82.00","76.50","101722","GST 0%","TRUE","TRUE","Kgs"
"BA-11748","PEARS BROWEN 35","பியர்ஸ் 35","","35.00","34.00","32.50","101723","GST 0%","FALSE","TRUE","Pcs"
"BA-11749","FAIRLOVELY SOAP 10","பேரன்லவ்லி சோப் 10","","10.00","9.50","9.00","101725","GST 0%","FALSE","TRUE","Pcs"
"BA-1175","HAMAM 150SET","HAMAM SET 150GM","","174.00","170.00","161.00","2229","GST 0%","FALSE","TRUE","Pcs"
"BA-1175","HAMAM 150SET","HAMAM SET 150GM","","185.00","180.00","172.00","131446","GST 0%","FALSE","TRUE","Pcs"
"BA-1175","HAMAM 150SET","HAMAM SET 150GM","","202.00","197.00","184.00","131875","GST 0%","FALSE","TRUE","Pcs"
"BA-11750","ROYAL MAITHA 10","ராயல் மைதா 10கி","","400.00","370.00","346.60","101726","GST 0%","FALSE","TRUE","Pcs"
"BA-11751","MTR JAMUN 500","MTR குலோப்ஜாம் 500","","125.00","120.00","108.00","101730","GST 0%","FALSE","TRUE","Pcs"
"BA-11752","HALDI BHUJIA 350G","HALTI BHUJIA 350","","80.00","79.00","71.28","101731","GST 0%","FALSE","TRUE","Pcs"
"BA-11753","HALDI KHATTA MEETHA","HALDI KHATTA MEETHA","","65.00","64.00","57.91","101732","GST 0%","FALSE","TRUE","Pcs"
"BA-11754","HALDI BHELPURI","HALDI BHELPURI","","50.00","49.00","44.10","101733","GST 0%","FALSE","TRUE","Pcs"
"BA-11755","HALDI ALL INONE","HALTI ALL ONE","","10.00","9.50","9.09","101734","GST 0%","FALSE","TRUE","Pcs"
"BA-11756","HALDI PEANUTS SALT","HALDI PEANUT SALT","","10.00","9.50","9.00","101735","GST 0%","FALSE","TRUE","Pcs"
"BA-11757","HALDI MASALA PEANUT","HALDI MASALA PEANUT","","10.00","9.50","9.00","101736","GST 0%","FALSE","TRUE","Pcs"
"BA-11758","KARASEVE 250g","250கி க சேவ்","","60.00","49.00","35.00","101737","GST 0%","FALSE","TRUE","Pcs"
"BA-11759","KARASEVE 500G","காராசேவ் 500","","100.00","75.00","42.00","101738","GST 0%","FALSE","TRUE","Pcs"
"BA-1176","VICCO PASTE 150g","வீகோ பேஸ்ட் 150","","98.00","96.00","88.00","101399","GST 0%","FALSE","TRUE","Pcs"
"BA-11760","fiama gel bar patchouli","பியாமா சோப் 60","","60.00","58.00","54.50","101739","GST 0%","FALSE","TRUE","Pcs"
"BA-11761","HALDIRAMS pancharatan mix 200g","80ஹ மிட்சர்","","80.00","77.00","69.57","101741","GST 0%","FALSE","TRUE","Pcs"
"BA-11762","TIGA 12","டிகோ 12","","12.00","11.50","10.00","101750","GST 0%","FALSE","TRUE","Pcs"
"BA-11763","CERELAC ORANGE","செரலாக் ஆரன்ச்","","240.00","228.00","220.18","102627","GST 0%","FALSE","TRUE","Pcs"
"BA-11763","CERELAC ORANGE","செரலாக் ஆரன்ச்","","246.00","236.00","225.68","109221","GST 0%","FALSE","TRUE","Pcs"
"BA-11764","SAFFOLA MASALA OATS PT 500KG","500கி ச ஓட்ஸ்","","220.00","215.00","189.51","125596","GST 0%","TRUE","TRUE","Kgs"
"BA-11765","RORITO PEN 5PES","5ரு பேனா 5PES","","25.00","24.00","20.00","101753","GST 0%","FALSE","TRUE","Pcs"
"BA-11765","RORITO PEN 5PES","5ரு பேனா 5PES","","35.00","30.00","23.00","115332","GST 0%","FALSE","TRUE","Pcs"
"BA-11766","EAGLE IDLT POWDER","ஈகில் இட்லி 50","","18.00","15.00","0.00","101754","GST 0%","FALSE","TRUE","Pcs"
"BA-11767","sugar powder 1","சுகர் பவுடர் 1","","50.00","49.00","44.00","101763","GST 0%","FALSE","TRUE","Pcs"
"BA-11768","KRACK HEEL REPAIR","கிராக்","","50.00","49.00","45.00","101767","GST 0%","FALSE","TRUE","Pcs"
"BA-11769","SEVLON HANDWASH","சேவ்லான் ஹேன்வாஸ்","","25.00","24.00","22.72","101768","GST 0%","FALSE","TRUE","Pcs"
"BA-1177","VICCO PASTE 200g","200கி வீக்கோ பேஸ்ட்","","141.00","138.00","119.00","2231","GST 0%","FALSE","TRUE","Pcs"
"BA-11770","NIMYLE HERBAL","NIMYLE HERBAL","","40.00","38.00","34.00","108187","GST 0%","FALSE","TRUE","Pcs"
"BA-11770","NIMYLE HERBAL","NIMYLE HERBAL","","42.00","40.00","35.85","130934","GST 0%","FALSE","TRUE","Pcs"
"BA-11771","SAVLON SOAP","சாவ்லோன் சோப் 10","","10.00","9.50","9.00","101770","GST 0%","FALSE","TRUE","Pcs"
"BA-11772","DETTOL 150 SOAP","150கி டெ சோப்","","67.00","65.00","60.79","101771","GST 0%","FALSE","TRUE","Pcs"
"BA-11772","DETTOL 150 SOAP","150கி டெ சோப்","","72.00","70.00","63.99","126453","GST 0%","FALSE","TRUE","Pcs"
"BA-11773","TATA GRAND COFFE 200G","டாடாகாபி க்ரான்லட் 200","","240.00","228.00","196.69","123749","GST 0%","FALSE","TRUE","Pcs"
"BA-11773","TATA GRAND COFFE 200G","டாடாகாபி க்ரான்லட் 200","","280.00","245.00","202.00","129472","GST 0%","FALSE","TRUE","Pcs"
"BA-11774","MUFFILLS 10","MUFFILLS 10","","10.00","9.50","9.00","101774","GST 0%","FALSE","TRUE","Pcs"
"BA-11775","ROLL YO 10","ROLL YO 10","","10.00","9.50","9.00","101776","GST 0%","FALSE","TRUE","Pcs"
"BA-11776","PARLE G 3","பார்லே ஜீ 3","","3.00","3.00","2.80","101777","GST 0%","FALSE","TRUE","Pcs"
"BA-11777","VASELINE DB 200ML","வாஸ்லின் 200","","210.00","205.00","186.50","101784","GST 0%","FALSE","TRUE","Pcs"
"BA-11777","VASELINE DB 200ML","வாஸ்லின் 200","","225.00","219.00","205.50","104087","GST 0%","FALSE","TRUE","Pcs"
"BA-11778","VASELINE AF 200","வாஸ்லின் 200","","210.00","205.00","186.50","101785","GST 0%","FALSE","TRUE","Pcs"
"BA-11778","VASELINE AF 200","வாஸ்லின் 200","","260.00","255.00","231.00","127512","GST 0%","FALSE","TRUE","Pcs"
"BA-11779","DOVE 4+1","டவ் சாம்பூ 4+1","","64.00","60.00","55.00","101786","GST 0%","FALSE","TRUE","Pcs"
"BA-1178","VICCO PASTE 50g","50 கி  வீகோ பேஸ்ட்","","50.00","48.00","42.00","2232","GST 0%","FALSE","TRUE","Pcs"
"BA-1178","VICCO PASTE 50g","50 கி  வீகோ பேஸ்ட்","","47.00","46.00","39.75","10336","GST 0%","FALSE","TRUE","Pcs"
"BA-11780","VASELIN DR 100","வாஸ்லின் 100","","90.00","88.00","81.24","101787","GST 0%","FALSE","TRUE","Pcs"
"BA-11780","VASELIN DR 100","வாஸ்லின் 100","","79.00","78.00","72.00","113013","GST 0%","FALSE","TRUE","Pcs"
"BA-11781","VASELIN DB 50","வாஸ்லின்","","49.00","48.00","46.50","101788","GST 0%","FALSE","TRUE","Pcs"
"BA-11782","dOVE GREEN 4+1","டவ் சாம்பூ 4+1","","64.00","60.00","55.00","101789","GST 0%","FALSE","TRUE","Pcs"
"BA-11783","DOVE GREEN 2","டவ் சாம்பூ 2","","32.00","29.00","23.48","101790","GST 0%","FALSE","TRUE","Pcs"
"BA-11784","ARIEL MATIC 1KK","ஏரியம் மேடிக் 1","","219.00","214.00","160.61","101791","GST 0%","FALSE","TRUE","Pcs"
"BA-11785","GILLETTE SKINGUARD","ஜில்லெட் ஸ்கின்","","350.00","340.00","306.25","101792","GST 0%","FALSE","TRUE","Pcs"
"BA-11786","GILLETTE SHAVING CREAM 49","ஜில்லெட் கிரிம்","","49.00","47.00","39.00","101793","GST 0%","FALSE","TRUE","Pcs"
"BA-11787","PAMPERS S32","பேம்பர்ஸ் S32","","399.00","380.00","310.51","101794","GST 0%","FALSE","TRUE","Pcs"
"BA-11788","ORAL B 99","ஒரல் B பிரஸ்","","99.00","94.00","74.25","101795","GST 0%","FALSE","TRUE","Pcs"
"BA-11788","ORAL B 99","ஒரல் B பிரஸ்","","88.00","84.00","68.00","129562","GST 0%","FALSE","TRUE","Pcs"
"BA-11788","ORAL B 99","ஒரல் B பிரஸ்","","96.00","92.00","68.40","132110","GST 0%","FALSE","TRUE","Pcs"
"BA-11789","OLD SPICE ASL","OLDSPICE LOTION","","190.00","185.00","169.64","101796","GST 0%","FALSE","TRUE","Pcs"
"BA-1179","SURF XL LIQ FL500","500சர்பு எக்சல் லிக்விட்FL","","110.00","107.00","97.78","101502","GST 0%","FALSE","TRUE","Pcs"
"BA-1179","SURF XL LIQ FL500","500சர்பு எக்சல் லிக்விட்FL","","115.00","110.00","98.48","110087","GST 0%","FALSE","TRUE","Pcs"
"BA-11790","ORAL BLACK","ஒரல் B 30","","30.00","28.00","24.50","101797","GST 0%","FALSE","TRUE","Pcs"
"BA-11791","DAIRY MILK FN IM","டைரிமில்க் FN","","170.00","167.00","160.00","101798","GST 0%","FALSE","TRUE","Pcs"
"BA-11792","LOVE TAYS","LOVE TAYAS","","500.00","480.00","360.00","101799","GST 0%","FALSE","TRUE","Pcs"
"BA-11793","LOVE FOREVER","LOVE FOREVER","","150.00","145.00","120.00","101800","GST 0%","FALSE","TRUE","Pcs"
"BA-11794","capilona heart","CAPILONA","","80.00","76.00","60.00","101801","GST 0%","FALSE","TRUE","Pcs"
"BA-11795","EVA BATHTHI 10","இவா பத்தி 10","","12.00","9.00","7.16","101804","GST 0%","FALSE","TRUE","Pcs"
"BA-11796","CERELAC RICE N","செரிலாக் ரைஸ்","","210.00","205.00","192.65","102495","GST 0%","FALSE","TRUE","Pcs"
"BA-11796","CERELAC RICE N","செரிலாக் ரைஸ்","","205.00","197.00","188.06","108592","GST 0%","FALSE","TRUE","Pcs"
"BA-11796","CERELAC RICE N","செரிலாக் ரைஸ்","","225.00","218.00","206.42","116853","GST 0%","FALSE","TRUE","Pcs"
"BA-11797","GEMS 45","ஜெம்ஸ் 45","","45.00","44.00","41.00","101807","GST 0%","FALSE","TRUE","Pcs"
"BA-11798","APIS LIME 5K","அபிஸ் ஊருகா 5கி","","390.00","320.00","250.00","101808","GST 0%","FALSE","TRUE","Pcs"
"BA-11799","APIS MANGO 5K","அபிஸ் மாங்காய் 5கி","","390.00","320.00","250.00","101809","GST 0%","FALSE","TRUE","Pcs"
"BA-118","NF BLUE BERRY","நேச்சுரல் புளுபெர்ரி","","480.00","325.00","295.00","1171","GST 0%","FALSE","TRUE","Pcs"
"BA-1180","VICCO BRESH","வீகோ பிரஸ்","","40.00","37.00","0.00","2234","GST 0%","FALSE","TRUE","Pcs"
"BA-11800","A2B SNACKS","A2B SNACKS","","10.00","9.75","8.40","101810","GST 0%","FALSE","TRUE","Pcs"
"BA-11801","doodoo bar","DOODO BAR","","5.00","4.75","4.50","101811","GST 0%","FALSE","TRUE","Pcs"
"BA-11802","DABUR GLUBARI 400","டாபர் குலோபரி 400","","135.00","128.00","90.00","101812","GST 0%","FALSE","TRUE","Pcs"
"BA-11803","REAL 10","REAL 10","","10.00","10.00","9.00","101813","GST 0%","FALSE","TRUE","Pcs"
"BA-11804","lion dry dates","லயன் ட்ரை டேட்ஸ்","","76.00","74.00","66.09","101816","GST 0%","FALSE","TRUE","Pcs"
"BA-11805","UPPU KADALAI 100","உப்பு கடலை","","20.00","12.00","0.00","101817","GST 0%","FALSE","TRUE","Pcs"
"BA-11806","masala kadalaipaRUPPU 100","மசாலா கடலைப்பருப்பு","","20.00","15.00","0.00","101818","GST 0%","FALSE","TRUE","Pcs"
"BA-11807","pattani kadalai 100","பட்டானி கடலை 100","","15.00","14.00","10.00","101819","GST 0%","FALSE","TRUE","Pcs"
"BA-11808","SURF EXCEL 4","சர்ப் 4","","36.00","34.00","27.93","101821","GST 0%","FALSE","TRUE","Pcs"
"BA-11809","GREEN LABLE 100","கிரின்லேபில் 100","","80.00","78.00","69.00","122357","GST 0%","FALSE","TRUE","Pcs"
"BA-11809","GREEN LABLE 100","கிரின்லேபில் 100","","70.00","68.00","59.00","122897","GST 0%","FALSE","TRUE","Pcs"
"BA-11809","GREEN LABLE 100","கிரின்லேபில் 100","","90.00","88.00","78.00","129240","GST 0%","FALSE","TRUE","Pcs"
"BA-1181","SURF XL LIQUID TL1L","1லி.சர்புஎக்சல்லிக்விட்","","235.00","230.00","206.00","101499","GST 0%","FALSE","TRUE","Pcs"
"BA-1181","SURF XL LIQUID TL1L","1லி.சர்புஎக்சல்லிக்விட்","","225.00","219.00","199.92","102981","GST 0%","FALSE","TRUE","Pcs"
"BA-11810","COMFORT ROYALE","கம்போர்ட் B","","65.00","62.00","54.20","101826","GST 0%","FALSE","TRUE","Pcs"
"BA-11811","COMFORT ROYALE 4","கம்போர்ட் 4","","40.00","36.00","34.82","101827","GST 0%","FALSE","TRUE","Pcs"
"BA-11811","COMFORT ROYALE 4","கம்போர்ட் 4","","4.00","4.00","3.35","121455","GST 0%","FALSE","TRUE","Pcs"
"BA-11812","MUNCH 10","10ரூ மன்ச்","","10.00","9.50","8.79","101828","GST 0%","FALSE","TRUE","Pcs"
"BA-11813","choki choki 50p","CHOKI CHOKI","","100.00","96.00","87.00","101829","GST 0%","FALSE","TRUE","Pcs"
"BA-11814","ASWINI 70ml","அஸ்வினி 70","","56.00","54.00","48.50","101830","GST 0%","FALSE","TRUE","Pcs"
"BA-11815","MYSORE TALC","மைசூர் டால்க்","","50.00","49.00","39.99","101831","GST 0%","FALSE","TRUE","Pcs"
"BA-11816","PANASONIC GOLD","பேனாசோனிக் பேட்டரி","","16.00","12.00","8.50","101832","GST 0%","FALSE","TRUE","Pcs"
"BA-11816","PANASONIC GOLD","பேனாசோனிக் பேட்டரி","","18.00","15.00","10.00","118609","GST 0%","FALSE","TRUE","Pcs"
"BA-11817","Z DEODORANT SOAP","Z SOAP","","50.00","47.00","32.50","101833","GST 0%","FALSE","TRUE","Pcs"
"BA-11818","POPCORN SOLAM 1K","1கி பாப்கான் சோளம்","","150.00","98.00","78.00","101834","GST 0%","FALSE","TRUE","Pcs"
"BA-11819","DEXOLAC NO4","DEXOLAC NO4","","304.00","285.00","270.83","101835","GST 0%","FALSE","TRUE","Pcs"
"BA-1182","VICCO POWDER 100g","100 கி  வீகோ பவுடர்","","120.00","118.00","108.74","2236","GST 0%","FALSE","TRUE","Pcs"
"BA-1182","VICCO POWDER 100g","100 கி  வீகோ பவுடர்","","118.00","116.00","107.00","129889","GST 0%","FALSE","TRUE","Pcs"
"BA-11820","PEDIASURE CH 200G","பீடியாசூர் 200","","385.00","370.00","342.00","101841","GST 0%","FALSE","TRUE","Pcs"
