"ProductCode","Name","TamilName","Category","Mrp","SellingPrice","PurchasePrice","Barcode","TaxSlabName","IsWeighable","HasExpiry","Uom"
"BA-28980","fancy note q","fancy note q","","200.00","180.00","150.00","122706","GST 0%","FALSE","TRUE","Pcs"
"BA-28981","KANG 1 PUNCH","KANG 1 PUNCH","MALIGALI","95.00","110.50","85.00","122707","GST 0%","FALSE","TRUE","Pcs"
"BA-28982","unicon pen","unicon pen","","50.00","40.00","26.00","122708","GST 0%","FALSE","TRUE","Pcs"
"BA-28983","macnet lock box","macnet lock box","","280.00","205.00","145.00","122709","GST 0%","FALSE","TRUE","Pcs"
"BA-28984","macnet  boxcer","macnet  boxcer","","350.00","295.00","220.00","122710","GST 0%","FALSE","TRUE","Pcs"
"BA-28985","macnet parpe","macnet parpe","","250.00","150.00","99.00","122711","GST 0%","FALSE","TRUE","Pcs"
"BA-28986","macnet unicom box","macnet unicom box","","240.00","168.00","120.00","122712","GST 0%","FALSE","TRUE","Pcs"
"BA-28987","macnet box s","macnet box s","","160.00","75.00","47.00","122713","GST 0%","FALSE","TRUE","Pcs"
"BA-28988","lunch bag 125","lunch bag 125","","150.00","125.00","88.00","122715","GST 0%","FALSE","TRUE","Pcs"
"BA-28989","lunch bag 210","lunch bag 210","","250.00","210.00","150.00","122716","GST 0%","FALSE","TRUE","Pcs"
"BA-2899","MIRINDA 2.25L","2.25லி மிரின்டா","","100.00","98.00","87.00","3969","GST 0%","FALSE","TRUE","Pcs"
"BA-2899","MIRINDA 2.25L","2.25லி மிரின்டா","","90.00","89.00","77.00","128637","GST 0%","FALSE","TRUE","Pcs"
"BA-28990","lunch bag 195","lunch bag 195","","280.00","195.00","140.00","122717","GST 0%","FALSE","TRUE","Pcs"
"BA-28991","lunch bag 260","lunch bag 260","","350.00","260.00","185.00","122718","GST 0%","FALSE","TRUE","Pcs"
"BA-28992","slim bag","slim bag","","360.00","260.00","185.00","122719","GST 0%","FALSE","TRUE","Pcs"
"BA-28993","FEVICOL 250G","FEVICOL 250G","","108.00","105.00","80.00","122722","GST 0%","FALSE","TRUE","Pcs"
"BA-28994","elle6 eye drama mascara","elle6 eye drama mascara","","250.00","240.00","201.80","122723","GST 0%","FALSE","TRUE","Pcs"
"BA-28994","elle6 eye drama mascara","elle6 eye drama mascara","","275.00","270.00","241.23","128762","GST 0%","FALSE","TRUE","Pcs"
"BA-28995","lakme matte compact","lakme matte compact","","245.00","235.00","204.17","122724","GST 0%","FALSE","TRUE","Pcs"
"BA-28995","lakme matte compact","lakme matte compact","","280.00","270.00","204.17","126257","GST 0%","FALSE","TRUE","Pcs"
"BA-28996","asian celebrity hot box 2500 OFFER","asian celebrity hot box 2500 OFFER","","788.00","480.00","366.70","122725","GST 0%","FALSE","TRUE","Pcs"
"BA-28997","AACHI HOTEL SAMBAR 100","100கி ஹோட்டல் சாம்பார்","","46.00","34.00","29.00","122732","GST 0%","FALSE","TRUE","Pcs"
"BA-28998","LAVISAN CHOCOLATE","5ரூ சாக்லேட்","","5.00","5.00","3.63","122737","GST 0%","FALSE","TRUE","Pcs"
"BA-28999","LAVIAN LOLLIPOP","5ரூ லாலிபப்","","5.00","5.00","3.63","122738","GST 0%","FALSE","TRUE","Pcs"
"BA-29","MAGIC CRUNCH","மேஜிக் கிரஞ்ச்","","40.00","35.00","0.00","1060","GST 0%","FALSE","TRUE","Pcs"
"BA-290","BRT NICE TIME 25RS","25ரூ.நைஸ் டைம்","","25.00","24.00","22.56","1344","GST 0%","FALSE","TRUE","Pcs"
"BA-2900","UNIBIC CHCOCHIP RS.25","ரூ.20 UNIBIC சக்கோ ந்ட்","","25.00","24.00","0.00","3970","GST 18%","FALSE","TRUE","Pcs"
"BA-29000","RAAJ PANEER 200G","200கி ராஜ் பான்னீர்","","110.00","105.00","0.00","122740","GST 0%","FALSE","TRUE","Pcs"
"BA-29001","CELLO LIFESTYLE 350ML","719செல்லோ ப்லாஸ்க்","","719.00","615.00","438.59","122742","GST 0%","FALSE","TRUE","Pcs"
"BA-29002","CELLO EASYSTYLE 350ML","719 செல்லோ","","719.00","615.00","438.59","122743","GST 0%","FALSE","TRUE","Pcs"
"BA-29003","CELLO INSTYLE 350ML","779செல்லோ","","779.00","666.00","475.19","122744","GST 0%","FALSE","TRUE","Pcs"
"BA-29004","CELLO FLIPSTYLE 500ML","809செல்லோ","","809.00","695.00","493.49","122745","GST 0%","FALSE","TRUE","Pcs"
"BA-29005","CELLO LIFESTYLE 500ML","809செல்லோ","","809.00","695.00","493.49","122746","GST 0%","FALSE","TRUE","Pcs"
"BA-29006","CELLO INSTYLE 500ML","839செல்லோ","","839.00","718.00","511.79","122747","GST 0%","FALSE","TRUE","Pcs"
"BA-29007","CELLO FLIPSTYLE 1000ML","1079செல்லோ","","1079.00","925.00","658.19","122748","GST 0%","FALSE","TRUE","Pcs"
"BA-29007","CELLO FLIPSTYLE 1000ML","1079செல்லோ","","1199.00","1025.00","731.99","122754","GST 0%","FALSE","TRUE","Pcs"
"BA-29008","CELLO LIFE STYLE 750ML","1079செல்லோ","","1079.00","925.00","658.19","122751","GST 0%","FALSE","TRUE","Pcs"
"BA-29009","CELLO LIFE STYLE 1L","1199செல்லோ","","1199.00","1025.00","731.39","122752","GST 0%","FALSE","TRUE","Pcs"
"BA-2901","UNIBIC FRUIT & NUTRS.25","ரூ.25 UNIBIC புருட் ந்ட்","","30.00","29.00","23.00","3971","GST 0%","FALSE","TRUE","Pcs"
"BA-29010","GREENS SHAMBU 100ML","100மி கீரீன்ஸ் சாம்பு","","89.00","85.00","69.77","122755","GST 0%","FALSE","TRUE","Pcs"
"BA-29011","BAKERS DRY YEAST","பேக்கர்ஸ் ட்ரை ய்ஸ்ட்","","45.00","41.00","33.75","122756","GST 0%","FALSE","TRUE","Pcs"
"BA-29012","BAKERS GELATIN","BAKERS GELATIN","","110.00","105.00","77.00","122757","GST 0%","FALSE","TRUE","Pcs"
"BA-29013","CERELAC WHEAT APPLE 350G","350கி செர்லாக்","","295.00","282.00","270.64","122759","GST 0%","FALSE","TRUE","Pcs"
"BA-29014","DELKASH DATES 500G","500கி பேரிச்சை","","650.00","490.00","410.00","122760","GST 0%","FALSE","TRUE","Pcs"
"BA-29015","JUICEY DROPS 20","20சாக்லட்","","25.00","20.00","8.33","122761","GST 0%","FALSE","TRUE","Pcs"
"BA-29016","CAPILONA NUTS 140G","140கி மு ரோஸ்ட்","","190.00","165.00","110.00","122762","GST 0%","FALSE","TRUE","Pcs"
"BA-29017","BASIL SEED JUICE 290ML","90பாசில் ஜூஸ்","ServiceName","90.00","65.00","50.00","122764","GST 0%","FALSE","TRUE","Pcs"
"BA-29018","ABEST JUICE 330","330ஜூஸ்","","110.00","65.00","45.00","122765","GST 0%","FALSE","TRUE","Pcs"
"BA-29019","RED AMERICAN JUICE 320ML","320மி ஜூஸ்","","70.00","65.00","50.00","122766","GST 0%","FALSE","TRUE","Pcs"
"BA-2902","UNIBIC PASTA RS.25","ரூ.20 UNIBIC பாஸ்டா","","25.00","24.00","0.00","3972","GST 18%","FALSE","TRUE","Pcs"
"BA-29020","ASSORTED JELLY 150","150ஜெல்லி","","150.00","138.00","105.00","122767","GST 0%","FALSE","TRUE","Pcs"
"BA-29021","CAPILONA AMALA 12","12அமலா","","12.00","11.00","7.50","122768","GST 0%","FALSE","TRUE","Pcs"
"BA-29022","AMERICAN WAFER 150","150வேபர்","","150.00","110.00","85.00","122769","GST 0%","FALSE","TRUE","Pcs"
"BA-29023","DAIRY MILK BUBBLY IM","டைரிமில்க்","","240.00","235.00","197.00","122770","GST 0%","FALSE","TRUE","Pcs"
"BA-29023","DAIRY MILK BUBBLY IM","டைரிமில்க்","","220.00","215.00","174.78","127754","GST 0%","FALSE","TRUE","Pcs"
"BA-29023","DAIRY MILK BUBBLY IM","டைரிமில்க்","","214.00","212.00","191.09","130765","GST 0%","FALSE","TRUE","Pcs"
"BA-29024","AGATA OLIVE OIL 1L","1லி ஆ ஆயில்","","699.00","510.00","390.00","122771","GST 0%","FALSE","TRUE","Pcs"
"BA-29025","FAN HORN DOYS","டாய்ஸ் பிட்டாய்","","160.00","158.00","135.00","122772","GST 0%","FALSE","TRUE","Pcs"
"BA-29026","CAR MITTAI","கார் மிட்டாய்","","195.00","170.00","145.00","122773","GST 0%","FALSE","TRUE","Pcs"
"BA-29027","CANDY 90G","90கி மிட்டாய்","","180.00","135.00","110.00","122774","GST 0%","FALSE","TRUE","Pcs"
"BA-29028","BRT THICK LASSI","20ரூ லெஸ்சி","","20.00","19.00","14.00","122775","GST 0%","FALSE","TRUE","Pcs"
"BA-29029","VAIRAM BAR SOAP 22","22ரூவைரம் சோப்பு","","22.00","17.00","0.00","122776","GST 0%","FALSE","TRUE","Pcs"
"BA-2903","UNIBIC BUTTER RS.40","ரூ.40 UNIBIC பட்டர்","","40.00","38.00","0.00","3973","GST 18%","FALSE","TRUE","Pcs"
"BA-29030","VAIGAI CASTOR OIL 200","வைகை விலக்கென்னை","","50.00","35.00","29.00","122777","GST 0%","FALSE","TRUE","Pcs"
"BA-29031","ELITE RICE PUTTUPODI","எலைட் புட்டுபொடி","","67.00","63.00","0.00","122778","GST 0%","FALSE","TRUE","Pcs"
"BA-29032","BINGO COCKETAIL MIX 10","10பிங்கோ","","10.00","9.50","8.59","122783","GST 0%","FALSE","TRUE","Pcs"
"BA-29033","BINDGO MOONG DAL 10","10பிங்கோ","","10.00","9.50","8.59","122784","GST 0%","FALSE","TRUE","Pcs"
"BA-29034","GO MOONG DAL 5","5பிங்கோ","","5.00","5.00","4.29","122785","GST 0%","FALSE","TRUE","Pcs"
"BA-29035","BINGO KHATTA MEETHA 10","10 பிங்கோ","","10.00","9.50","8.59","122786","GST 0%","FALSE","TRUE","Pcs"
"BA-29036","BOINGO ALOO BHUJIA 10","10பிங்கோ","","10.00","9.50","8.59","122787","GST 0%","FALSE","TRUE","Pcs"
"BA-29037","BINGO COCKTAIL 5","5 பிங்கோ","","5.00","5.00","4.29","122788","GST 0%","FALSE","TRUE","Pcs"
"BA-29038","BINGO ALOO BHUJIA","5பிங்கோ","","5.00","5.00","4.29","122789","GST 0%","FALSE","TRUE","Pcs"
"BA-29039","BINGO KHATTA MEETHA 5","5பிங்கோ","","5.00","5.00","4.29","122790","GST 0%","FALSE","TRUE","Pcs"
"BA-2904","3 ROSES 50G","3 ரோஸஸ் 50கி","","45.00","44.00","39.47","113609","GST 0%","FALSE","TRUE","Pcs"
"BA-2904","3 ROSES 50G","3 ரோஸஸ் 50கி","","46.00","45.00","40.47","132859","GST 0%","FALSE","TRUE","Pcs"
"BA-29040","EXO BAR 3+1 200G","3+1எக்சோ66","","66.00","64.00","59.88","122791","GST 0%","FALSE","TRUE","Pcs"
"BA-29041","MILKYMIST PIZZA CHEESE","150ரூ பீசா சீஸ்","","150.00","147.00","133.00","122796","GST 0%","FALSE","TRUE","Pcs"
"BA-29042","SENSODYNE MOUTHWASH 230","230சென் வாஸ்","","230.00","215.00","195.99","122797","GST 0%","FALSE","TRUE","Pcs"
"BA-29043","SENSODYNE MOUTHWASH 130","130சென் வாஸ்","","130.00","125.00","110.78","122798","GST 0%","FALSE","TRUE","Pcs"
"BA-29044","ARIEL LIQUD 2L","2லி ஏரியல் லிக்","","499.00","482.00","425.07","122799","GST 0%","FALSE","TRUE","Pcs"
"BA-29044","ARIEL LIQUD 2L","2லி ஏரியல் லிக்","","489.00","468.00","390.44","124541","GST 0%","FALSE","TRUE","Pcs"
"BA-29044","ARIEL LIQUD 2L","2லி ஏரியல் லிக்","","365.00","358.00","297.40","126459","GST 0%","FALSE","TRUE","Pcs"
"BA-29044","ARIEL LIQUD 2L","2லி ஏரியல் லிக்","","379.00","368.00","322.85","129254","GST 0%","FALSE","TRUE","Pcs"
"BA-29045","WHISPER MAXI NIGHT XL+7 99","99விஸ்பர்","","99.00","96.00","89.20","122800","GST 0%","FALSE","TRUE","Pcs"
"BA-29046","WHISPER MAXI NIGHT XL+7 110","110விஸ்பர்","","120.00","118.00","108.11","122801","GST 0%","FALSE","TRUE","Pcs"
"BA-29047","WHISPER BINDAZ XXL+6","130விஸ்பர்","","130.00","125.00","102.62","122802","GST 0%","FALSE","TRUE","Pcs"
"BA-29048","SURF XL QUIK 4K","4கி சர்ப் குய்க்","","800.00","775.00","740.50","122803","GST 0%","FALSE","TRUE","Pcs"
"BA-29049","ARNAD KADAI 275MM 3.0MM","அர்னாட் கடாய்","","1530.00","580.00","410.00","122805","GST 0%","FALSE","TRUE","Pcs"
"BA-2905","UNIBIC CASHEW","UNIBIC கேஸ்யூ","","50.00","49.00","44.00","107486","GST 0%","FALSE","TRUE","Pcs"
"BA-2905","UNIBIC CASHEW","UNIBIC கேஸ்யூ","","55.00","53.00","50.00","110584","GST 0%","FALSE","TRUE","Pcs"
"BA-29050","ARNAD GRAVYPOT 12.7L","அர்னாட் க்ரேவி","","4745.00","2590.00","1850.00","122806","GST 0%","FALSE","TRUE","Pcs"
"BA-29051","QURAAN ART3 GLIT 2IND","380குரான்","","480.00","380.00","310.00","122807","GST 0%","FALSE","TRUE","Pcs"
"BA-29052","BAKHOOR 50G","50கி பக்கூர்","","350.00","295.00","230.00","122808","GST 0%","FALSE","TRUE","Pcs"
"BA-29053","BAKHOOR LAMP 999","பக்கூர் லைட்","","999.00","360.00","250.00","122809","GST 0%","FALSE","TRUE","Pcs"
"BA-29054","MILAGRO OREGANO","ஒரிகனோ","","109.00","105.00","93.00","122812","GST 0%","FALSE","TRUE","Pcs"
"BA-29055","CR PATCHAI 1K","1கி CRப அரிசி","","58.00","48.00","44.00","122814","GST 0%","FALSE","TRUE","Pcs"
"BA-29056","RATHA KRISH JEERA 26K","26கி ராதா ஜீரா","","1900.00","1740.00","1540.00","122816","GST 0%","FALSE","TRUE","Pcs"
"BA-29057","RATHA KRISH JEERA 1K","1கி ராதா ஜீரா","","80.00","69.00","58.00","122817","GST 0%","FALSE","TRUE","Pcs"
"BA-29058","SURYA GAS STOVE AK 225","சுர்யாகேஸ் அடுப்பு","","2990.00","1850.00","1400.00","122818","GST 0%","FALSE","TRUE","Pcs"
"BA-29059","TIME HAPPY TRAIN","150ரயில் டாஸ்","","250.00","150.00","100.00","122819","GST 0%","FALSE","TRUE","Pcs"
"BA-2906","UNIBIC CHCOCHIP RS.40","ரூ.40 UNIBIC சக்கோ சிப்ஸ்","","40.00","38.00","34.91","3976","GST 18%","FALSE","TRUE","Pcs"
"BA-29060","fun gamel toys 255","255டாய்ஸ்","","340.00","255.00","185.00","122820","GST 0%","FALSE","TRUE","Pcs"
"BA-29061","PAROT SPEACH TOYS","","","980.00","795.00","650.00","122821","GST 0%","FALSE","TRUE","Pcs"
"BA-29062","SNACK TOYS RUBBER 45","45பாம்பு டாஸ்","","80.00","45.00","28.00","122822","GST 0%","FALSE","TRUE","Pcs"
"BA-29063","FIANO MUSIC 3YEARS","205பியானோ","","290.00","205.00","145.00","122823","GST 0%","FALSE","TRUE","Pcs"
"BA-29064","LED WRITING TABLET S","130டேப்LED","","210.00","115.00","70.00","122824","GST 0%","FALSE","TRUE","Pcs"
"BA-29065","RATTLE TOYS 4PC","120கிலுகிலுப்பை","","249.00","120.00","80.00","122825","GST 0%","FALSE","TRUE","Pcs"
"BA-29066","TRANSPORT MIX 6PC","130டாய்ஸ்","","200.00","130.00","90.00","122826","GST 0%","FALSE","TRUE","Pcs"
"BA-29067","360 STUNT CAR BIG","540ரோல் கார்","","780.00","540.00","350.00","122827","GST 0%","FALSE","TRUE","Pcs"
"BA-29068","PALLI TOYS 45","45டாஸ் பல்லி","","80.00","45.00","25.00","122828","GST 0%","FALSE","TRUE","Pcs"
"BA-29069","monster car 75","75கார்.","","110.00","75.00","35.00","122829","GST 0%","FALSE","TRUE","Pcs"
"BA-2907","UNIBIC BUTTER","UNIBIC பட்டர்","","60.00","58.00","54.00","107487","GST 0%","FALSE","TRUE","Pcs"
"BA-2907","UNIBIC BUTTER","UNIBIC பட்டர்","","70.00","69.00","64.00","110588","GST 0%","FALSE","TRUE","Pcs"
"BA-2907","UNIBIC BUTTER","UNIBIC பட்டர்","","50.00","49.00","45.00","3977","GST 0%","FALSE","TRUE","Pcs"
"BA-29070","POP GAME","165பாப் கேம்","","249.00","165.00","110.00","122830","GST 0%","FALSE","TRUE","Pcs"
"BA-29071","LUMO HAPPY DICK","570வாத்து டாய்ஸ்","","999.00","525.00","350.00","122831","GST 0%","FALSE","TRUE","Pcs"
"BA-29072","ARIRPLANE PAILET","170ஏர்ப்லேன்","","220.00","170.00","110.00","122832","GST 0%","FALSE","TRUE","Pcs"
"BA-29073","DTX CAR","210கார்","","320.00","210.00","140.00","122833","GST 0%","FALSE","TRUE","Pcs"
"BA-29074","WAAL KATHI TOYS","75வாள் டாய்ஸ்","","120.00","75.00","45.00","122834","GST 0%","FALSE","TRUE","Pcs"
"BA-29075","PIANO SMALL TOYS","155பியானோ","","350.00","190.00","125.00","122835","GST 0%","FALSE","TRUE","Pcs"
"BA-29076","DTX TELESCOPIC CAR","190கார்","","260.00","190.00","120.00","122836","GST 0%","FALSE","TRUE","Pcs"
"BA-29077","BEAR TOYS","495கரடி டாய்ஸ்","","999.00","495.00","340.00","122837","GST 0%","FALSE","TRUE","Pcs"
"BA-29078","PULL ALONG TOYS","145கிலி கார் டாய்ஸ்","","190.00","145.00","90.00","122838","GST 0%","FALSE","TRUE","Pcs"
"BA-29079","duck toya s","105வாத்து டாய்ஸ்","","180.00","105.00","65.00","122839","GST 0%","FALSE","TRUE","Pcs"
"BA-2908","UNIBIC FRUIT & NUTRS.50","ரூ.50 UNIBIC புருட் ந்ட்","","50.00","49.00","45.00","3978","GST 18%","FALSE","TRUE","Pcs"
"BA-29080","DANCING DUCK","460வாத்து ட்ய்ஸ்","","600.00","460.00","290.00","122840","GST 0%","FALSE","TRUE","Pcs"
"BA-29081","CLIMBING CAR","734கார் டாய்ஸ்","","1699.00","735.00","490.00","122841","GST 0%","FALSE","TRUE","Pcs"
"BA-29082","STUDY BOOK","495ஸ்டெடி புக்","","560.00","495.00","330.00","122842","GST 0%","FALSE","TRUE","Pcs"
"BA-29083","PANDA BALANCE CAR","480பான்டா கார்","","650.00","480.00","320.00","122843","GST 0%","FALSE","TRUE","Pcs"
"BA-29084","13IN1GAMES","230கேம்ஸ்","","320.00","230.00","150.00","122844","GST 0%","FALSE","TRUE","Pcs"
"BA-29085","3X3 CUBE","3X3 CUBE","","130.00","85.00","55.00","122845","GST 0%","FALSE","TRUE","Pcs"
"BA-29086","BALL 24 P","24பாள் கன்","","120.00","60.00","40.00","122846","GST 0%","FALSE","TRUE","Pcs"
"BA-29087","RAINBOW SPRING","RAINBOW SPRING","","60.00","50.00","18.00","122847","GST 0%","FALSE","TRUE","Pcs"
"BA-29088","CRAB MUSIC","CRAB MUSIC","","700.00","650.00","480.00","122848","GST 0%","FALSE","TRUE","Pcs"
"BA-29089","DTX BIKE","DTX BIKE","","210.00","180.00","120.00","122849","GST 0%","FALSE","TRUE","Pcs"
"BA-2909","BADAM BOLD 250G","250கி பாதாம் போல்ட்","","350.00","248.00","195.00","3979","GST 0%","FALSE","TRUE","Pcs"
"BA-29090","BUSH KESARI TIN","புஸ் கேசரி டின்","","95.00","93.00","72.99","122850","GST 0%","FALSE","TRUE","Pcs"
"BA-29091","TOOM LIGHT 50","50ஸ்டிக்லைட்","","60.00","50.00","18.00","122852","GST 0%","FALSE","TRUE","Pcs"
"BA-29092","COLLAGE BAG 540","540கா பேங்","","680.00","540.00","385.00","122855","GST 0%","FALSE","TRUE","Pcs"
"BA-29093","COLLAGE BAG 440","440 கா பேங்","","600.00","440.00","315.00","122856","GST 0%","FALSE","TRUE","Pcs"
"BA-29094","COLLAGE BAG 320","320கா பேங்","","540.00","320.00","220.00","122857","GST 0%","FALSE","TRUE","Pcs"
"BA-29095","BLUE BERRY DINNER SET 480","480 டின்னர் செட்","","960.00","480.00","208.00","122858","GST 0%","FALSE","TRUE","Pcs"
"BA-29096","MORISON BSBY CSRRIER 2WAY 950","950பேபி கேரியர்","","950.00","595.00","475.00","122859","GST 0%","FALSE","TRUE","Pcs"
"BA-29097","MORISON BABY MAT 360","360பேபி மேட்","","360.00","230.00","180.00","122860","GST 0%","FALSE","TRUE","Pcs"
"BA-29098","MORISON BABY MAT 400","400 PVC மேட்","","400.00","250.00","200.00","122861","GST 0%","FALSE","TRUE","Pcs"
"BA-29099","MORISON NOPPLE SHIELD 275","275நிப்பில் சய்ட்","","275.00","245.00","137.50","122862","GST 0%","FALSE","TRUE","Pcs"
"BA-291","NAGA MAIDA 1KG","நாகா மைதா   1 கி","","92.00","73.00","67.50","1345","GST 0%","TRUE","TRUE","Kgs"
"BA-2910","UNIBIC PASTA RS.50","ரூ.50 UNIBIC பாஸ்டா","","50.00","48.00","45.00","3980","GST 0%","FALSE","TRUE","Pcs"
"BA-29100","MORISON FRUIT &VEG NIBBLER 190","190புரூட் நிப்லர்","","190.00","175.00","95.00","122863","GST 0%","FALSE","TRUE","Pcs"
"BA-29101","MORISON FINGER TOOTH BRUSH 99","99பிங்கர் பிரஸ்","","99.00","95.00","49.50","122864","GST 0%","FALSE","TRUE","Pcs"
"BA-29102","MORISON POWDER PUFF 85","85பவுடர் டப்பா","","85.00","79.00","42.50","122865","GST 0%","FALSE","TRUE","Pcs"
"BA-29103","MORISON NIPPLE 30","30மோ நிப்பில்","ServiceName","30.00","27.00","14.00","122866","GST 0%","FALSE","TRUE","Pcs"
"BA-29104","MORISON DIAPER M5","55 மோரிஸ்","","55.00","52.00","40.00","122867","GST 0%","FALSE","TRUE","Pcs"
"BA-29105","MORISON DIAPER M9","99 மோரிஸ்","","99.00","95.00","69.85","122868","GST 0%","FALSE","TRUE","Pcs"
"BA-29106","MORISON DIAPER L8","99 மோரிசன்","","99.00","95.00","69.85","122869","GST 0%","FALSE","TRUE","Pcs"
"BA-29107","MORISON DIAPER S10","99மோரிஸ்","","99.00","95.00","74.25","122870","GST 0%","FALSE","TRUE","Pcs"
"BA-29108","MORISON WIPES 125","125மோ வைப்ஸ்","","125.00","99.00","62.50","122871","GST 0%","FALSE","TRUE","Pcs"
"BA-29109","MORISON DIAPER L5","60மோரிஸ்","","60.00","55.00","42.00","122872","GST 0%","FALSE","TRUE","Pcs"
"BA-2911","UNIBIC SF BUTTER RS.40","ரூ.40 UNIBIC SF பட்டர்","","40.00","38.00","0.00","3981","GST 18%","FALSE","TRUE","Pcs"
"BA-29110","MORISON DIAPER S5","50மோரிஸ்","","50.00","46.00","35.24","122873","GST 0%","FALSE","TRUE","Pcs"
"BA-29111","MORISON POOCHIE CUP 99","99மோரிஸ்","","99.00","95.00","49.50","122874","GST 0%","FALSE","TRUE","Pcs"
"BA-29112","MORISON DESIGNER 125ML","119 மோரிஸ்","","119.00","105.00","60.00","122875","GST 0%","FALSE","TRUE","Pcs"
"BA-29113","MORISON REGULAR 250ML","119மோரிஸ்","","119.00","105.00","55.00","122876","GST 0%","FALSE","TRUE","Pcs"
"BA-29114","MORISON REGULAR 125ML","109மோரிஸ்","","109.00","98.00","54.50","122877","GST 0%","FALSE","TRUE","Pcs"
"BA-29114","MORISON REGULAR 125ML","109மோரிஸ்","","99.00","89.00","49.50","131043","GST 0%","FALSE","TRUE","Pcs"
"BA-29115","MORISON GRIP N SIP CUP 210ML","295மோரிஸ்","","295.00","255.00","147.50","122878","GST 0%","FALSE","TRUE","Pcs"
"BA-29116","MORISON BABY WALKER 3000","மோரிஸ் வால்கர்","","3000.00","1850.00","1500.00","122879","GST 0%","FALSE","TRUE","Pcs"
"BA-29117","KVN CANDY 24","24கேன்டி","","24.00","22.00","14.00","122882","GST 0%","FALSE","TRUE","Pcs"
"BA-29118","MR GOLD 3LTR SF","3லி மிஸ்டர் கோல்டு","","530.00","342.00","330.00","122884","GST 0%","FALSE","TRUE","Pcs"
"BA-29119","DOLLIN COCONUT MILK JUICE","125தே ஜூஸ்","","125.00","95.00","70.00","122885","GST 0%","FALSE","TRUE","Pcs"
"BA-2912","UNIBIC SF CASHEW RS.40.","ரூ.40 UNIBIC SF கேஸ்யூ.","","40.00","38.00","0.00","3982","GST 18%","FALSE","TRUE","Pcs"
"BA-29120","ELITE CLASSIC RUSK 20","20ரூ எலைட் ரஸ்க்","","20.00","19.00","17.00","122886","GST 0%","FALSE","TRUE","Pcs"
"BA-29121","ELITE JEERA RUSK","30ரூ எலைட் ஜீரா ரஸ்க்","","30.00","29.00","25.00","122887","GST 0%","FALSE","TRUE","Pcs"
"BA-29122","ELITE MILK RUSK 10","10ரூ எலைட் ரஸ்க்","","10.00","9.50","8.50","122888","GST 0%","FALSE","TRUE","Pcs"
"BA-29123","EXO 2IN1 STEEL SPONGE","EXO 2IN1","","20.00","15.00","10.00","122892","GST 0%","FALSE","TRUE","Pcs"
"BA-29124","REAL10","10ரீல்","","10.00","9.50","7.50","122893","GST 0%","FALSE","TRUE","Pcs"
"BA-29125","8901097411002","","","85.00","55.00","42.50","122894","GST 0%","FALSE","TRUE","Pcs"
"BA-29126","GOKUL SANTOL SPRAY","GOKUL SANTOL SPRAY","","199.00","165.00","133.00","122911","GST 0%","FALSE","TRUE","Pcs"
"BA-29127","MILKA WONDER 10","10ரூ ஒன்டர்  கேக்","","10.00","9.75","8.00","122914","GST 0%","FALSE","TRUE","Pcs"
"BA-29128","A2B SOAN PAPDI 35","A2B SOAN PAPDI 35","","35.00","34.00","29.00","128796","GST 0%","FALSE","TRUE","Pcs"
"BA-29129","NATURO JUICE 20","20ரூ னேட்ரோ ஜூஸ்","","20.00","20.00","16.00","122916","GST 0%","FALSE","TRUE","Pcs"
"BA-2913","UNIBIC OATS RS.40","ரூ.40 UNIBIC ஓட்ஸ் பட்டர்","","40.00","38.00","35.64","3983","GST 18%","FALSE","TRUE","Pcs"
"BA-29130","GS FACE POWDER","GS FACE POWDER","","65.00","63.00","52.00","122923","GST 0%","FALSE","TRUE","Pcs"
"BA-29131","GS FACEWASH","GS FACEWASH","","75.00","73.00","59.99","122924","GST 0%","FALSE","TRUE","Pcs"
"BA-29132","ARASI HAIR WASH","ARASI HAIR WASH","","79.00","75.00","45.00","122930","GST 0%","FALSE","TRUE","Pcs"
"BA-29133","pokimon card","pokimon car820650104909d","","15.00","10.00","8.00","122934","GST 0%","FALSE","TRUE","Pcs"
"BA-29134","CLEAN COTTON MOP SPIRIT","CLEAN COTTON MOP SPIRIT","","200.00","120.00","80.00","122939","GST 0%","FALSE","TRUE","Pcs"
"BA-29135","7d brooms","7 டி விளக்குமாறு","","250.00","140.00","115.00","122942","GST 0%","FALSE","TRUE","Pcs"
"BA-29136","LAYS 30","LAYS 30RS","","30.00","29.00","27.00","122943","GST 0%","FALSE","TRUE","Pcs"
"BA-29137","AASHIR GRAM FLOUR 500G","ஆசிர் கடலை மாவு 500கி","","100.00","64.00","57.63","125366","GST 0%","TRUE","TRUE","Kgs"
"BA-29138","AASHIR GRAM FLOUR 200G","200கி ஆசிர் கடலை மாவு","","37.00","26.00","19.68","122945","GST 0%","TRUE","TRUE","Kgs"
"BA-29139","SURYA CANDLES 18","SURYA CANDLES 18","","18.00","16.00","0.00","122947","GST 0%","FALSE","TRUE","Pcs"
"BA-2914","THIRATCHAI 250G","திராட்சை 250கி","","180.00","138.00","105.00","3984","GST 0%","FALSE","TRUE","Pcs"
"BA-29140","CAMLIN DEL STAMP PAD","CAMLIN DEL STAMP PAD","","40.00","38.00","28.00","122948","GST 0%","FALSE","TRUE","Pcs"
"BA-29141","camlin carbon paper","camlin carbon paper","","3.00","2.50","1.58","122949","GST 0%","FALSE","TRUE","Pcs"
